XLabel,Wavenumber
YLabel,Response
FileType,Single Beam
DisplayDirection,20300
PeakDirection,20312
2491.551532,0.001644
2493.479978,0.001781
2495.408423,0.001829
2497.336869,0.001772
2499.265314,0.001725
2501.193760,0.001804
2503.122205,0.001915
2505.050650,0.001882
2506.979096,0.001706
2508.907541,0.001544
2510.835987,0.001498
2512.764432,0.001514
2514.692878,0.001500
2516.621323,0.001508
2518.549769,0.001610
2520.478214,0.001658
2522.406660,0.001515
2524.335105,0.001357
2526.263551,0.001352
2528.191996,0.001403
2530.120441,0.001476
2532.048887,0.001703
2533.977332,0.001984
2535.905778,0.001956
2537.834223,0.001594
2539.762669,0.001343
2541.691114,0.001436
2543.619560,0.001645
2545.548005,0.001793
2547.476451,0.001888
2549.404896,0.001872
2551.333341,0.001725
2553.261787,0.001565
2555.190232,0.001434
2557.118678,0.001300
2559.047123,0.001243
2560.975569,0.001374
2562.904014,0.001626
2564.832460,0.001835
2566.760905,0.001940
2568.689351,0.001982
2570.617796,0.001955
2572.546242,0.001816
2574.474687,0.001602
2576.403132,0.001461
2578.331578,0.001494
2580.260023,0.001587
2582.188469,0.001550
2584.116914,0.001418
2586.045360,0.001375
2587.973805,0.001445
2589.902251,0.001535
2591.830696,0.001641
2593.759142,0.001752
2595.687587,0.001773
2597.616032,0.001679
2599.544478,0.001530
2601.472923,0.001399
2603.401369,0.001354
2605.329814,0.001413
2607.258260,0.001541
2609.186705,0.001696
2611.115151,0.001820
2613.043596,0.001900
2614.972042,0.001991
2616.900487,0.002096
2618.828933,0.002080
2620.757378,0.001859
2622.685823,0.001566
2624.614269,0.001397
2626.542714,0.001447
2628.471160,0.001621
2630.399605,0.001650
2632.328051,0.001469
2634.256496,0.001336
2636.184942,0.001380
2638.113387,0.001532
2640.041833,0.001711
2641.970278,0.001751
2643.898723,0.001599
2645.827169,0.001466
2647.755614,0.001445
2649.684060,0.001403
2651.612505,0.001333
2653.540951,0.001360
2655.469396,0.001529
2657.397842,0.001748
2659.326287,0.001857
2661.254733,0.001766
2663.183178,0.001539
2665.111624,0.001325
2667.040069,0.001232
2668.968514,0.001217
2670.896960,0.001201
2672.825405,0.001220
2674.753851,0.001327
2676.682296,0.001500
2678.610742,0.001701
2680.539187,0.001830
2682.467633,0.001782
2684.396078,0.001610
2686.324524,0.001472
2688.252969,0.001460
2690.181414,0.001565
2692.109860,0.001655
2694.038305,0.001562
2695.966751,0.001340
2697.895196,0.001270
2699.823642,0.001458
2701.752087,0.001652
2703.680533,0.001645
2705.608978,0.001524
2707.537424,0.001435
2709.465869,0.001395
2711.394315,0.001406
2713.322760,0.001509
2715.251205,0.001670
2717.179651,0.001795
2719.108096,0.001862
2721.036542,0.001882
2722.964987,0.001809
2724.893433,0.001677
2726.821878,0.001646
2728.750324,0.001732
2730.678769,0.001760
2732.607215,0.001678
2734.535660,0.001661
2736.464105,0.001735
2738.392551,0.001678
2740.320996,0.001471
2742.249442,0.001379
2744.177887,0.001487
2746.106333,0.001607
2748.034778,0.001576
2749.963224,0.001442
2751.891669,0.001410
2753.820115,0.001586
2755.748560,0.001824
2757.677006,0.001924
2759.605451,0.001882
2761.533896,0.001844
2763.462342,0.001873
2765.390787,0.001835
2767.319233,0.001631
2769.247678,0.001410
2771.176124,0.001358
2773.104569,0.001484
2775.033015,0.001664
2776.961460,0.001701
2778.889906,0.001464
2780.818351,0.001101
2782.746796,0.000892
2784.675242,0.000930
2786.603687,0.001062
2788.532133,0.001088
2790.460578,0.001004
2792.389024,0.001008
2794.317469,0.001211
2796.245915,0.001476
2798.174360,0.001604
2800.102806,0.001562
2802.031251,0.001440
2803.959697,0.001313
2805.888142,0.001234
2807.816587,0.001224
2809.745033,0.001272
2811.673478,0.001316
2813.601924,0.001274
2815.530369,0.001204
2817.458815,0.001214
2819.387260,0.001248
2821.315706,0.001228
2823.244151,0.001180
2825.172597,0.001097
2827.101042,0.000946
2829.029487,0.000771
2830.957933,0.000716
2832.886378,0.000912
2834.814824,0.001251
2836.743269,0.001474
2838.671715,0.001520
2840.600160,0.001464
2842.528606,0.001333
2844.457051,0.001203
2846.385497,0.001163
2848.313942,0.001162
2850.242388,0.001122
2852.170833,0.001057
2854.099278,0.000998
2856.027724,0.000981
2857.956169,0.001059
2859.884615,0.001202
2861.813060,0.001275
2863.741506,0.001202
2865.669951,0.001064
2867.598397,0.000951
2869.526842,0.000844
2871.455288,0.000806
2873.383733,0.000974
2875.312178,0.001233
2877.240624,0.001330
2879.169069,0.001254
2881.097515,0.001142
2883.025960,0.001035
2884.954406,0.000935
2886.882851,0.000896
2888.811297,0.000976
2890.739742,0.001167
2892.668188,0.001374
2894.596633,0.001526
2896.525079,0.001621
2898.453524,0.001621
2900.381969,0.001449
2902.310415,0.001175
2904.238860,0.000973
2906.167306,0.000921
2908.095751,0.000973
2910.024197,0.001081
2911.952642,0.001200
2913.881088,0.001282
2915.809533,0.001324
2917.737979,0.001328
2919.666424,0.001271
2921.594869,0.001222
2923.523315,0.001282
2925.451760,0.001383
2927.380206,0.001337
2929.308651,0.001135
2931.237097,0.000977
2933.165542,0.001004
2935.093988,0.001164
2937.022433,0.001337
2938.950879,0.001449
2940.879324,0.001456
2942.807770,0.001335
2944.736215,0.001195
2946.664660,0.001185
2948.593106,0.001269
2950.521551,0.001302
2952.449997,0.001261
2954.378442,0.001197
2956.306888,0.001133
2958.235333,0.001058
2960.163779,0.000939
2962.092224,0.000800
2964.020670,0.000799
2965.949115,0.001026
2967.877560,0.001305
2969.806006,0.001458
2971.734451,0.001527
2973.662897,0.001587
2975.591342,0.001590
2977.519788,0.001497
2979.448233,0.001349
2981.376679,0.001203
2983.305124,0.001087
2985.233570,0.001024
2987.162015,0.001067
2989.090461,0.001165
2991.018906,0.001153
2992.947351,0.001005
2994.875797,0.000891
2996.804242,0.000931
2998.732688,0.001054
3000.661133,0.001154
3002.589579,0.001228
3004.518024,0.001255
3006.446470,0.001162
3008.374915,0.001012
3010.303361,0.000986
3012.231806,0.001131
3014.160251,0.001255
3016.088697,0.001174
3018.017142,0.001029
3019.945588,0.001046
3021.874033,0.001128
3023.802479,0.001126
3025.730924,0.001123
3027.659370,0.001182
3029.587815,0.001215
3031.516261,0.001164
3033.444706,0.001064
3035.373152,0.001006
3037.301597,0.001041
3039.230042,0.001101
3041.158488,0.001103
3043.086933,0.001107
3045.015379,0.001228
3046.943824,0.001449
3048.872270,0.001651
3050.800715,0.001701
3052.729161,0.001507
3054.657606,0.001144
3056.586052,0.000831
3058.514497,0.000681
3060.442943,0.000691
3062.371388,0.000859
3064.299833,0.001132
3066.228279,0.001366
3068.156724,0.001481
3070.085170,0.001500
3072.013615,0.001450
3073.942061,0.001310
3075.870506,0.001095
3077.798952,0.000911
3079.727397,0.000826
3081.655843,0.000787
3083.584288,0.000755
3085.512733,0.000796
3087.441179,0.000996
3089.369624,0.001294
3091.298070,0.001481
3093.226515,0.001460
3095.154961,0.001357
3097.083406,0.001290
3099.011852,0.001268
3100.940297,0.001308
3102.868743,0.001372
3104.797188,0.001307
3106.725634,0.001110
3108.654079,0.000968
3110.582524,0.000972
3112.510970,0.001058
3114.439415,0.001133
3116.367861,0.001102
3118.296306,0.000963
3120.224752,0.000869
3122.153197,0.000897
3124.081643,0.000928
3126.010088,0.000956
3127.938534,0.001141
3129.866979,0.001429
3131.795424,0.001566
3133.723870,0.001528
3135.652315,0.001494
3137.580761,0.001505
3139.509206,0.001481
3141.437652,0.001410
3143.366097,0.001351
3145.294543,0.001309
3147.222988,0.001231
3149.151434,0.001136
3151.079879,0.001096
3153.008325,0.001123
3154.936770,0.001144
3156.865215,0.001076
3158.793661,0.001009
3160.722106,0.001109
3162.650552,0.001324
3164.578997,0.001491
3166.507443,0.001569
3168.435888,0.001564
3170.364334,0.001482
3172.292779,0.001400
3174.221225,0.001367
3176.149670,0.001298
3178.078115,0.001084
3180.006561,0.000760
3181.935006,0.000556
3183.863452,0.000688
3185.791897,0.001079
3187.720343,0.001503
3189.648788,0.001796
3191.577234,0.001776
3193.505679,0.001432
3195.434125,0.001107
3197.362570,0.001067
3199.291016,0.001158
3201.219461,0.001153
3203.147906,0.001123
3205.076352,0.001259
3207.004797,0.001513
3208.933243,0.001654
3210.861688,0.001535
3212.790134,0.001227
3214.718579,0.000938
3216.647025,0.000802
3218.575470,0.000794
3220.503916,0.000778
3222.432361,0.000688
3224.360806,0.000704
3226.289252,0.000939
3228.217697,0.001146
3230.146143,0.001147
3232.074588,0.001083
3234.003034,0.001033
3235.931479,0.001006
3237.859925,0.001094
3239.788370,0.001247
3241.716816,0.001277
3243.645261,0.001149
3245.573707,0.000981
3247.502152,0.000840
3249.430597,0.000737
3251.359043,0.000732
3253.287488,0.000868
3255.215934,0.001056
3257.144379,0.001160
3259.072825,0.001127
3261.001270,0.001001
3262.929716,0.000897
3264.858161,0.000915
3266.786607,0.001011
3268.715052,0.001048
3270.643497,0.000979
3272.571943,0.000879
3274.500388,0.000803
3276.428834,0.000799
3278.357279,0.000909
3280.285725,0.001028
3282.214170,0.001046
3284.142616,0.001055
3286.071061,0.001123
3287.999507,0.001174
3289.927952,0.001200
3291.856398,0.001231
3293.784843,0.001195
3295.713288,0.001084
3297.641734,0.001016
3299.570179,0.000997
3301.498625,0.000939
3303.427070,0.000860
3305.355516,0.000826
3307.283961,0.000846
3309.212407,0.000901
3311.140852,0.000869
3313.069298,0.000587
3314.997743,0.000203
3316.926188,0.000088
3318.854634,0.000291
3320.783079,0.000589
3322.711525,0.000815
3324.639970,0.000856
3326.568416,0.000714
3328.496861,0.000622
3330.425307,0.000726
3332.353752,0.000861
3334.282198,0.000882
3336.210643,0.000891
3338.139089,0.000959
3340.067534,0.001010
3341.995979,0.000955
3343.924425,0.000732
3345.852870,0.000459
3347.781316,0.000404
3349.709761,0.000611
3351.638207,0.000893
3353.566652,0.001082
3355.495098,0.001034
3357.423543,0.000816
3359.351989,0.000753
3361.280434,0.000934
3363.208879,0.001140
3365.137325,0.001255
3367.065770,0.001293
3368.994216,0.001234
3370.922661,0.001039
3372.851107,0.000783
3374.779552,0.000618
3376.707998,0.000556
3378.636443,0.000539
3380.564889,0.000590
3382.493334,0.000725
3384.421780,0.000862
3386.350225,0.000877
3388.278670,0.000737
3390.207116,0.000581
3392.135561,0.000545
3394.064007,0.000632
3395.992452,0.000814
3397.920898,0.001080
3399.849343,0.001277
3401.777789,0.001225
3403.706234,0.001048
3405.634680,0.001012
3407.563125,0.001062
3409.491570,0.001049
3411.420016,0.001110
3413.348461,0.001297
3415.276907,0.001332
3417.205352,0.001120
3419.133798,0.000955
3421.062243,0.000957
3422.990689,0.000905
3424.919134,0.000732
3426.847580,0.000605
3428.776025,0.000568
3430.704471,0.000551
3432.632916,0.000546
3434.561361,0.000553
3436.489807,0.000603
3438.418252,0.000753
3440.346698,0.000965
3442.275143,0.001140
3444.203589,0.001206
3446.132034,0.001083
3448.060480,0.000814
3449.988925,0.000657
3451.917371,0.000762
3453.845816,0.000908
3455.774261,0.000826
3457.702707,0.000604
3459.631152,0.000476
3461.559598,0.000524
3463.488043,0.000730
3465.416489,0.000970
3467.344934,0.001053
3469.273380,0.000955
3471.201825,0.000852
3473.130271,0.000885
3475.058716,0.000992
3476.987162,0.000984
3478.915607,0.000812
3480.844052,0.000629
3482.772498,0.000578
3484.700943,0.000673
3486.629389,0.000794
3488.557834,0.000779
3490.486280,0.000645
3492.414725,0.000593
3494.343171,0.000690
3496.271616,0.000789
3498.200062,0.000827
3500.128507,0.000904
3502.056952,0.001089
3503.985398,0.001295
3505.913843,0.001303
3507.842289,0.001047
3509.770734,0.000807
3511.699180,0.000818
3513.627625,0.000954
3515.556071,0.001024
3517.484516,0.000920
3519.412962,0.000639
3521.341407,0.000424
3523.269853,0.000508
3525.198298,0.000729
3527.126743,0.000823
3529.055189,0.000816
3530.983634,0.000890
3532.912080,0.001074
3534.840525,0.001212
3536.768971,0.001243
3538.697416,0.001260
3540.625862,0.001240
3542.554307,0.001098
3544.482753,0.000946
3546.411198,0.000954
3548.339643,0.001086
3550.268089,0.001173
3552.196534,0.001106
3554.124980,0.000947
3556.053425,0.000886
3557.981871,0.000914
3559.910316,0.000801
3561.838762,0.000545
3563.767207,0.000365
3565.695653,0.000360
3567.624098,0.000523
3569.552544,0.000779
3571.480989,0.000997
3573.409434,0.001129
3575.337880,0.001184
3577.266325,0.001145
3579.194771,0.001029
3581.123216,0.000915
3583.051662,0.000820
3584.980107,0.000700
3586.908553,0.000562
3588.836998,0.000497
3590.765444,0.000536
3592.693889,0.000648
3594.622334,0.000847
3596.550780,0.001083
3598.479225,0.001211
3600.407671,0.001194
3602.336116,0.001100
3604.264562,0.000960
3606.193007,0.000780
3608.121453,0.000604
3610.049898,0.000498
3611.978344,0.000504
3613.906789,0.000594
3615.835235,0.000699
3617.763680,0.000767
3619.692125,0.000821
3621.620571,0.000891
3623.549016,0.000909
3625.477462,0.000845
3627.405907,0.000835
3629.334353,0.000957
3631.262798,0.001089
3633.191244,0.001034
3635.119689,0.000743
3637.048135,0.000488
3638.976580,0.000522
3640.905025,0.000675
3642.833471,0.000682
3644.761916,0.000534
3646.690362,0.000330
3648.618807,0.000234
3650.547253,0.000416
3652.475698,0.000771
3654.404144,0.001078
3656.332589,0.001324
3658.261035,0.001468
3660.189480,0.001338
3662.117926,0.001000
3664.046371,0.000800
3665.974816,0.000931
3667.903262,0.001272
3669.831707,0.001523
3671.760153,0.001416
3673.688598,0.000970
3675.617044,0.000522
3677.545489,0.000389
3679.473935,0.000662
3681.402380,0.001083
3683.330826,0.001228
3685.259271,0.001015
3687.187716,0.000727
3689.116162,0.000593
3691.044607,0.000676
3692.973053,0.000903
3694.901498,0.001072
3696.829944,0.001114
3698.758389,0.001130
3700.686835,0.001160
3702.615280,0.001195
3704.543726,0.001251
3706.472171,0.001198
3708.400617,0.000918
3710.329062,0.000737
3712.257507,0.001029
3714.185953,0.001535
3716.114398,0.001761
3718.042844,0.001617
3719.971289,0.001267
3721.899735,0.000923
3723.828180,0.000800
3725.756626,0.000939
3727.685071,0.001108
3729.613517,0.001118
3731.541962,0.001053
3733.470407,0.001035
3735.398853,0.001057
3737.327298,0.001056
3739.255744,0.000981
3741.184189,0.000922
3743.112635,0.001005
3745.041080,0.001105
3746.969526,0.001014
3748.897971,0.000819
3750.826417,0.000788
3752.754862,0.000982
3754.683308,0.001214
3756.611753,0.001314
3758.540198,0.001318
3760.468644,0.001391
3762.397089,0.001568
3764.325535,0.001678
3766.253980,0.001639
3768.182426,0.001589
3770.110871,0.001601
3772.039317,0.001585
3773.967762,0.001532
3775.896208,0.001492
3777.824653,0.001418
3779.753098,0.001287
3781.681544,0.001172
3783.609989,0.001135
3785.538435,0.001266
3787.466880,0.001559
3789.395326,0.001809
3791.323771,0.001918
3793.252217,0.001956
3795.180662,0.001854
3797.109108,0.001501
3799.037553,0.001085
3800.965999,0.000936
3802.894444,0.001051
3804.822889,0.001197
3806.751335,0.001365
3808.679780,0.001607
3810.608226,0.001737
3812.536671,0.001591
3814.465117,0.001293
3816.393562,0.001114
3818.322008,0.001135
3820.250453,0.001223
3822.178899,0.001284
3824.107344,0.001325
3826.035789,0.001346
3827.964235,0.001387
3829.892680,0.001539
3831.821126,0.001723
3833.749571,0.001675
3835.678017,0.001322
3837.606462,0.000954
3839.534908,0.000869
3841.463353,0.001042
3843.391799,0.001268
3845.320244,0.001378
3847.248690,0.001282
3849.177135,0.001041
3851.105580,0.000876
3853.034026,0.000959
3854.962471,0.001216
3856.890917,0.001379
3858.819362,0.001279
3860.747808,0.001044
3862.676253,0.000919
3864.604699,0.001008
3866.533144,0.001228
3868.461590,0.001351
3870.390035,0.001208
3872.318480,0.000962
3874.246926,0.000913
3876.175371,0.001095
3878.103817,0.001352
3880.032262,0.001591
3881.960708,0.001766
3883.889153,0.001830
3885.817599,0.001731
3887.746044,0.001497
3889.674490,0.001329
3891.602935,0.001425
3893.531381,0.001630
3895.459826,0.001632
3897.388271,0.001402
3899.316717,0.001081
3901.245162,0.000777
3903.173608,0.000622
3905.102053,0.000680
3907.030499,0.000865
3908.958944,0.001069
3910.887390,0.001225
3912.815835,0.001307
3914.744281,0.001362
3916.672726,0.001427
3918.601171,0.001485
3920.529617,0.001539
3922.458062,0.001606
3924.386508,0.001725
3926.314953,0.001886
3928.243399,0.001875
3930.171844,0.001588
3932.100290,0.001337
3934.028735,0.001442
3935.957181,0.001777
3937.885626,0.002003
3939.814072,0.001972
3941.742517,0.001753
3943.670962,0.001457
3945.599408,0.001249
3947.527853,0.001306
3949.456299,0.001551
3951.384744,0.001711
3953.313190,0.001693
3955.241635,0.001660
3957.170081,0.001694
3959.098526,0.001663
3961.026972,0.001536
3962.955417,0.001517
3964.883862,0.001630
3966.812308,0.001655
3968.740753,0.001556
3970.669199,0.001521
3972.597644,0.001577
3974.526090,0.001590
3976.454535,0.001528
3978.382981,0.001477
3980.311426,0.001447
3982.239872,0.001401
3984.168317,0.001470
3986.096763,0.001763
3988.025208,0.001990
3989.953653,0.001826
3991.882099,0.001446
3993.810544,0.001291
3995.738990,0.001460
3997.667435,0.001641
3999.595881,0.001626
4001.524326,0.001553
4003.452772,0.001606
4005.381217,0.001739
4007.309663,0.001751
4009.238108,0.001576
4011.166553,0.001445
4013.094999,0.001588
4015.023444,0.001881
4016.951890,0.002050
4018.880335,0.002057
4020.808781,0.001998
4022.737226,0.001838
4024.665672,0.001583
4026.594117,0.001429
4028.522563,0.001456
4030.451008,0.001552
4032.379454,0.001670
4034.307899,0.001760
4036.236344,0.001721
4038.164790,0.001625
4040.093235,0.001581
4042.021681,0.001492
4043.950126,0.001266
4045.878572,0.001108
4047.807017,0.001195
4049.735463,0.001356
4051.663908,0.001407
4053.592354,0.001360
4055.520799,0.001270
4057.449244,0.001237
4059.377690,0.001359
4061.306135,0.001636
4063.234581,0.001983
4065.163026,0.002197
4067.091472,0.002066
4069.019917,0.001734
4070.948363,0.001610
4072.876808,0.001719
4074.805254,0.001720
4076.733699,0.001574
4078.662145,0.001547
4080.590590,0.001589
4082.519035,0.001394
4084.447481,0.001034
4086.375926,0.000891
4088.304372,0.000967
4090.232817,0.000935
4092.161263,0.000820
4094.089708,0.000923
4096.018154,0.001229
4097.946599,0.001512
4099.875045,0.001729
4101.803490,0.001913
4103.731936,0.002024
4105.660381,0.001997
4107.588826,0.001801
4109.517272,0.001547
4111.445717,0.001419
4113.374163,0.001461
4115.302608,0.001558
4117.231054,0.001585
4119.159499,0.001542
4121.087945,0.001486
4123.016390,0.001424
4124.944836,0.001418
4126.873281,0.001583
4128.801726,0.001827
4130.730172,0.001901
4132.658617,0.001721
4134.587063,0.001435
4136.515508,0.001245
4138.443954,0.001263
4140.372399,0.001475
4142.300845,0.001744
4144.229290,0.001897
4146.157736,0.001882
4148.086181,0.001804
4150.014627,0.001809
4151.943072,0.001922
4153.871517,0.002027
4155.799963,0.002024
4157.728408,0.001931
4159.656854,0.001825
4161.585299,0.001638
4163.513745,0.001300
4165.442190,0.001085
4167.370636,0.001256
4169.299081,0.001550
4171.227527,0.001584
4173.155972,0.001429
4175.084417,0.001417
4177.012863,0.001675
4178.941308,0.002057
4180.869754,0.002280
4182.798199,0.002141
4184.726645,0.001857
4186.655090,0.001825
4188.583536,0.001960
4190.511981,0.001865
4192.440427,0.001534
4194.368872,0.001288
4196.297318,0.001261
4198.225763,0.001330
4200.154208,0.001373
4202.082654,0.001367
4204.011099,0.001330
4205.939545,0.001297
4207.867990,0.001342
4209.796436,0.001415
4211.724881,0.001353
4213.653327,0.001229
4215.581772,0.001247
4217.510218,0.001337
4219.438663,0.001369
4221.367108,0.001414
4223.295554,0.001520
4225.223999,0.001586
4227.152445,0.001556
4229.080890,0.001492
4231.009336,0.001473
4232.937781,0.001489
4234.866227,0.001455
4236.794672,0.001423
4238.723118,0.001564
4240.651563,0.001796
4242.580009,0.001809
4244.508454,0.001546
4246.436899,0.001351
4248.365345,0.001514
4250.293790,0.001851
4252.222236,0.001965
4254.150681,0.001818
4256.079127,0.001688
4258.007572,0.001661
4259.936018,0.001629
4261.864463,0.001616
4263.792909,0.001652
4265.721354,0.001595
4267.649799,0.001412
4269.578245,0.001264
4271.506690,0.001202
4273.435136,0.001119
4275.363581,0.001023
4277.292027,0.001113
4279.220472,0.001433
4281.148918,0.001717
4283.077363,0.001753
4285.005809,0.001609
4286.934254,0.001479
4288.862700,0.001498
4290.791145,0.001660
4292.719590,0.001824
4294.648036,0.001832
4296.576481,0.001712
4298.504927,0.001611
4300.433372,0.001528
4302.361818,0.001449
4304.290263,0.001483
4306.218709,0.001623
4308.147154,0.001694
4310.075600,0.001632
4312.004045,0.001531
4313.932490,0.001427
4315.860936,0.001281
4317.789381,0.001192
4319.717827,0.001296
4321.646272,0.001497
4323.574718,0.001633
4325.503163,0.001653
4327.431609,0.001528
4329.360054,0.001307
4331.288500,0.001140
4333.216945,0.001103
4335.145391,0.001180
4337.073836,0.001306
4339.002281,0.001364
4340.930727,0.001283
4342.859172,0.001196
4344.787618,0.001331
4346.716063,0.001656
4348.644509,0.001856
4350.572954,0.001683
4352.501400,0.001264
4354.429845,0.001022
4356.358291,0.001132
4358.286736,0.001352
4360.215181,0.001472
4362.143627,0.001494
4364.072072,0.001495
4366.000518,0.001577
4367.928963,0.001765
4369.857409,0.001864
4371.785854,0.001724
4373.714300,0.001463
4375.642745,0.001212
4377.571191,0.001068
4379.499636,0.001176
4381.428082,0.001426
4383.356527,0.001574
4385.284972,0.001697
4387.213418,0.001873
4389.141863,0.001921
4391.070309,0.001812
4392.998754,0.001745
4394.927200,0.001770
4396.855645,0.001740
4398.784091,0.001582
4400.712536,0.001373
4402.640982,0.001175
4404.569427,0.000992
4406.497872,0.000884
4408.426318,0.000957
4410.354763,0.001192
4412.283209,0.001477
4414.211654,0.001727
4416.140100,0.001851
4418.068545,0.001808
4419.996991,0.001760
4421.925436,0.001849
4423.853882,0.001973
4425.782327,0.001973
4427.710773,0.001841
4429.639218,0.001625
4431.567663,0.001322
4433.496109,0.000999
4435.424554,0.000872
4437.353000,0.001032
4439.281445,0.001279
4441.209891,0.001373
4443.138336,0.001280
4445.066782,0.001128
4446.995227,0.001121
4448.923673,0.001354
4450.852118,0.001648
4452.780563,0.001810
4454.709009,0.001928
4456.637454,0.002074
4458.565900,0.002046
4460.494345,0.001759
4462.422791,0.001494
4464.351236,0.001434
4466.279682,0.001417
4468.208127,0.001341
4470.136573,0.001301
4472.065018,0.001290
4473.993464,0.001260
4475.921909,0.001285
4477.850354,0.001346
4479.778800,0.001348
4481.707245,0.001365
4483.635691,0.001440
4485.564136,0.001446
4487.492582,0.001377
4489.421027,0.001351
4491.349473,0.001390
4493.277918,0.001500
4495.206364,0.001697
4497.134809,0.001864
4499.063254,0.001858
4500.991700,0.001702
4502.920145,0.001496
4504.848591,0.001329
4506.777036,0.001273
4508.705482,0.001328
4510.633927,0.001391
4512.562373,0.001347
4514.490818,0.001200
4516.419264,0.001147
4518.347709,0.001349
4520.276155,0.001710
4522.204600,0.002050
4524.133045,0.002198
4526.061491,0.002021
4527.989936,0.001684
4529.918382,0.001488
4531.846827,0.001484
4533.775273,0.001597
4535.703718,0.001811
4537.632164,0.002030
4539.560609,0.002091
4541.489055,0.001974
4543.417500,0.001793
4545.345945,0.001614
4547.274391,0.001477
4549.202836,0.001478
4551.131282,0.001591
4553.059727,0.001637
4554.988173,0.001572
4556.916618,0.001507
4558.845064,0.001441
4560.773509,0.001305
4562.701955,0.001158
4564.630400,0.001146
4566.558846,0.001319
4568.487291,0.001543
4570.415736,0.001641
4572.344182,0.001550
4574.272627,0.001333
4576.201073,0.001152
4578.129518,0.001108
4580.057964,0.001067
4581.986409,0.000993
4583.914855,0.001090
4585.843300,0.001313
4587.771746,0.001455
4589.700191,0.001598
4591.628636,0.001789
4593.557082,0.001798
4595.485527,0.001635
4597.413973,0.001609
4599.342418,0.001805
4601.270864,0.001977
4603.199309,0.001899
4605.127755,0.001591
4607.056200,0.001263
4608.984646,0.001137
4610.913091,0.001234
4612.841537,0.001380
4614.769982,0.001484
4616.698427,0.001549
4618.626873,0.001524
4620.555318,0.001458
4622.483764,0.001521
4624.412209,0.001701
4626.340655,0.001816
4628.269100,0.001782
4630.197546,0.001624
4632.125991,0.001448
4634.054437,0.001351
4635.982882,0.001272
4637.911327,0.001125
4639.839773,0.001000
4641.768218,0.001049
4643.696664,0.001253
4645.625109,0.001410
4647.553555,0.001420
4649.482000,0.001427
4651.410446,0.001492
4653.338891,0.001469
4655.267337,0.001328
4657.195782,0.001241
4659.124228,0.001234
4661.052673,0.001153
4662.981118,0.001042
4664.909564,0.001058
4666.838009,0.001056
4668.766455,0.000880
4670.694900,0.000762
4672.623346,0.000874
4674.551791,0.001027
4676.480237,0.001120
4678.408682,0.001284
4680.337128,0.001514
4682.265573,0.001692
4684.194018,0.001815
4686.122464,0.001891
4688.050909,0.001838
4689.979355,0.001679
4691.907800,0.001564
4693.836246,0.001518
4695.764691,0.001403
4697.693137,0.001223
4699.621582,0.001157
4701.550028,0.001225
4703.478473,0.001188
4705.406919,0.000951
4707.335364,0.000802
4709.263809,0.001020
4711.192255,0.001404
4713.120700,0.001556
4715.049146,0.001417
4716.977591,0.001220
4718.906037,0.001216
4720.834482,0.001485
4722.762928,0.001771
4724.691373,0.001730
4726.619819,0.001401
4728.548264,0.001154
4730.476709,0.001137
4732.405155,0.001269
4734.333600,0.001564
4736.262046,0.001928
4738.190491,0.002039
4740.118937,0.001773
4742.047382,0.001420
4743.975828,0.001360
4745.904273,0.001643
4747.832719,0.001963
4749.761164,0.002043
4751.689610,0.001817
4753.618055,0.001419
4755.546500,0.001160
4757.474946,0.001142
4759.403391,0.001139
4761.331837,0.001070
4763.260282,0.001125
4765.188728,0.001314
4767.117173,0.001452
4769.045619,0.001531
4770.974064,0.001646
4772.902510,0.001746
4774.830955,0.001767
4776.759400,0.001758
4778.687846,0.001788
4780.616291,0.001780
4782.544737,0.001614
4784.473182,0.001406
4786.401628,0.001383
4788.330073,0.001505
4790.258519,0.001556
4792.186964,0.001487
4794.115410,0.001394
4796.043855,0.001311
4797.972301,0.001272
4799.900746,0.001345
4801.829191,0.001437
4803.757637,0.001399
4805.686082,0.001312
4807.614528,0.001316
4809.542973,0.001346
4811.471419,0.001332
4813.399864,0.001395
4815.328310,0.001552
4817.256755,0.001635
4819.185201,0.001622
4821.113646,0.001677
4823.042091,0.001820
4824.970537,0.001881
4826.898982,0.001765
4828.827428,0.001537
4830.755873,0.001308
4832.684319,0.001192
4834.612764,0.001211
4836.541210,0.001247
4838.469655,0.001174
4840.398101,0.000987
4842.326546,0.000848
4844.254992,0.000970
4846.183437,0.001311
4848.111882,0.001592
4850.040328,0.001664
4851.968773,0.001560
4853.897219,0.001369
4855.825664,0.001181
4857.754110,0.001060
4859.682555,0.001038
4861.611001,0.001071
4863.539446,0.001102
4865.467892,0.001165
4867.396337,0.001252
4869.324782,0.001290
4871.253228,0.001300
4873.181673,0.001362
4875.110119,0.001400
4877.038564,0.001267
4878.967010,0.001056
4880.895455,0.001001
4882.823901,0.001175
4884.752346,0.001418
4886.680792,0.001454
4888.609237,0.001233
4890.537683,0.001050
4892.466128,0.001079
4894.394573,0.001168
4896.323019,0.001212
4898.251464,0.001312
4900.179910,0.001492
4902.108355,0.001601
4904.036801,0.001597
4905.965246,0.001609
4907.893692,0.001654
4909.822137,0.001645
4911.750583,0.001567
4913.679028,0.001420
4915.607473,0.001185
4917.535919,0.000945
4919.464364,0.000804
4921.392810,0.000728
4923.321255,0.000651
4925.249701,0.000657
4927.178146,0.000843
4929.106592,0.001117
4931.035037,0.001275
4932.963483,0.001256
4934.891928,0.001137
