XLabel,Wavenumber
YLabel,Response
FileType,Single Beam
DisplayDirection,20300
PeakDirection,20312
1020.147648,0.001411
1022.076093,0.001434
1024.004538,0.001634
1025.932984,0.001936
1027.861429,0.002037
1029.789875,0.001803
1031.718320,0.001560
1033.646766,0.001637
1035.575211,0.001839
1037.503657,0.001771
1039.432102,0.001450
1041.360548,0.001176
1043.288993,0.001084
1045.217438,0.001164
1047.145884,0.001355
1049.074329,0.001531
1051.002775,0.001622
1052.931220,0.001646
1054.859666,0.001579
1056.788111,0.001443
1058.716557,0.001360
1060.645002,0.001367
1062.573448,0.001397
1064.501893,0.001444
1066.430339,0.001553
1068.358784,0.001693
1070.287229,0.001743
1072.215675,0.001620
1074.144120,0.001433
1076.072566,0.001436
1078.001011,0.001671
1079.929457,0.001839
1081.857902,0.001758
1083.786348,0.001637
1085.714793,0.001691
1087.643239,0.001811
1089.571684,0.001801
1091.500129,0.001700
1093.428575,0.001691
1095.357020,0.001794
1097.285466,0.001842
1099.213911,0.001751
1101.142357,0.001609
1103.070802,0.001531
1104.999248,0.001541
1106.927693,0.001579
1108.856139,0.001605
1110.784584,0.001611
1112.713030,0.001588
1114.641475,0.001538
1116.569920,0.001465
1118.498366,0.001403
1120.426811,0.001387
1122.355257,0.001382
1124.283702,0.001369
1126.212148,0.001412
1128.140593,0.001552
1130.069039,0.001720
1131.997484,0.001793
1133.925930,0.001713
1135.854375,0.001553
1137.782820,0.001457
1139.711266,0.001542
1141.639711,0.001775
1143.568157,0.001970
1145.496602,0.001995
1147.425048,0.001891
1149.353493,0.001777
1151.281939,0.001717
1153.210384,0.001667
1155.138830,0.001559
1157.067275,0.001451
1158.995721,0.001449
1160.924166,0.001547
1162.852611,0.001651
1164.781057,0.001684
1166.709502,0.001697
1168.637948,0.001806
1170.566393,0.001958
1172.494839,0.001983
1174.423284,0.001857
1176.351730,0.001623
1178.280175,0.001320
1180.208621,0.001112
1182.137066,0.001147
1184.065511,0.001377
1185.993957,0.001659
1187.922402,0.001863
1189.850848,0.001988
1191.779293,0.002085
1193.707739,0.002011
1195.636184,0.001687
1197.564630,0.001441
1199.493075,0.001562
1201.421521,0.001840
1203.349966,0.001967
1205.278412,0.001932
1207.206857,0.001840
1209.135302,0.001731
1211.063748,0.001588
1212.992193,0.001417
1214.920639,0.001353
1216.849084,0.001467
1218.777530,0.001589
1220.705975,0.001586
1222.634421,0.001527
1224.562866,0.001510
1226.491312,0.001599
1228.419757,0.001781
1230.348202,0.001917
1232.276648,0.001959
1234.205093,0.002032
1236.133539,0.002154
1238.061984,0.002144
1239.990430,0.001904
1241.918875,0.001592
1243.847321,0.001440
1245.775766,0.001518
1247.704212,0.001708
1249.632657,0.001824
1251.561103,0.001804
1253.489548,0.001785
1255.417993,0.001865
1257.346439,0.001924
1259.274884,0.001849
1261.203330,0.001704
1263.131775,0.001599
1265.060221,0.001595
1266.988666,0.001695
1268.917112,0.001816
1270.845557,0.001868
1272.774003,0.001856
1274.702448,0.001834
1276.630893,0.001830
1278.559339,0.001875
1280.487784,0.001985
1282.416230,0.002057
1284.344675,0.002012
1286.273121,0.001933
1288.201566,0.001908
1290.130012,0.001957
1292.058457,0.002035
1293.986903,0.001983
1295.915348,0.001720
1297.843794,0.001415
1299.772239,0.001306
1301.700684,0.001468
1303.629130,0.001781
1305.557575,0.002045
1307.486021,0.002115
1309.414466,0.001965
1311.342912,0.001708
1313.271357,0.001525
1315.199803,0.001500
1317.128248,0.001549
1319.056694,0.001580
1320.985139,0.001644
1322.913584,0.001828
1324.842030,0.002032
1326.770475,0.002060
1328.698921,0.001880
1330.627366,0.001678
1332.555812,0.001679
1334.484257,0.001844
1336.412703,0.001912
1338.341148,0.001852
1340.269594,0.001840
1342.198039,0.001881
1344.126485,0.001878
1346.054930,0.001831
1347.983375,0.001781
1349.911821,0.001756
1351.840266,0.001769
1353.768712,0.001798
1355.697157,0.001793
1357.625603,0.001771
1359.554048,0.001761
1361.482494,0.001705
1363.410939,0.001592
1365.339385,0.001522
1367.267830,0.001542
1369.196275,0.001585
1371.124721,0.001541
1373.053166,0.001357
1374.981612,0.001146
1376.910057,0.001100
1378.838503,0.001268
1380.766948,0.001519
1382.695394,0.001647
1384.623839,0.001568
1386.552285,0.001459
1388.480730,0.001526
1390.409176,0.001697
1392.337621,0.001753
1394.266066,0.001658
1396.194512,0.001560
1398.122957,0.001552
1400.051403,0.001605
1401.979848,0.001633
1403.908294,0.001604
1405.836739,0.001583
1407.765185,0.001622
1409.693630,0.001688
1411.622076,0.001741
1413.550521,0.001760
1415.478966,0.001667
1417.407412,0.001375
1419.335857,0.001035
1421.264303,0.000945
1423.192748,0.001179
1425.121194,0.001488
1427.049639,0.001610
1428.978085,0.001574
1430.906530,0.001565
1432.834976,0.001521
1434.763421,0.001308
1436.691867,0.001127
1438.620312,0.001210
1440.548757,0.001429
1442.477203,0.001499
1444.405648,0.001371
1446.334094,0.001234
1448.262539,0.001202
1450.190985,0.001205
1452.119430,0.001201
1454.047876,0.001226
1455.976321,0.001296
1457.904767,0.001378
1459.833212,0.001394
1461.761657,0.001327
1463.690103,0.001301
1465.618548,0.001395
1467.546994,0.001483
1469.475439,0.001393
1471.403885,0.001133
1473.332330,0.000917
1475.260776,0.000962
1477.189221,0.001260
1479.117667,0.001565
1481.046112,0.001665
1482.974558,0.001604
1484.903003,0.001513
1486.831448,0.001378
1488.759894,0.001204
1490.688339,0.001175
1492.616785,0.001337
1494.545230,0.001441
1496.473676,0.001378
1498.402121,0.001345
1500.330567,0.001441
1502.259012,0.001502
1504.187458,0.001398
1506.115903,0.001250
1508.044348,0.001240
1509.972794,0.001314
1511.901239,0.001265
1513.829685,0.001041
1515.758130,0.000848
1517.686576,0.000840
1519.615021,0.000875
1521.543467,0.000818
1523.471912,0.000808
1525.400358,0.000957
1527.328803,0.001085
1529.257249,0.000992
1531.185694,0.000791
1533.114139,0.000739
1535.042585,0.000836
1536.971030,0.000892
1538.899476,0.000887
1540.827921,0.000929
1542.756367,0.001003
1544.684812,0.001060
1546.613258,0.001137
1548.541703,0.001226
1550.470149,0.001255
1552.398594,0.001195
1554.327039,0.001078
1556.255485,0.000976
1558.183930,0.000944
1560.112376,0.000993
1562.040821,0.001087
1563.969267,0.001161
1565.897712,0.001178
1567.826158,0.001181
1569.754603,0.001271
1571.683049,0.001412
1573.611494,0.001404
1575.539940,0.001210
1577.468385,0.001029
1579.396830,0.001001
1581.325276,0.001078
1583.253721,0.001149
1585.182167,0.001161
1587.110612,0.001199
1589.039058,0.001355
1590.967503,0.001546
1592.895949,0.001622
1594.824394,0.001517
1596.752840,0.001296
1598.681285,0.001109
1600.609730,0.001045
1602.538176,0.001050
1604.466621,0.001089
1606.395067,0.001229
1608.323512,0.001474
1610.251958,0.001647
1612.180403,0.001548
1614.108849,0.001245
1616.037294,0.001052
1617.965740,0.001100
1619.894185,0.001144
1621.822631,0.001003
1623.751076,0.000888
1625.679521,0.001013
1627.607967,0.001211
1629.536412,0.001262
1631.464858,0.001216
1633.393303,0.001176
1635.321749,0.001181
1637.250194,0.001262
1639.178640,0.001334
1641.107085,0.001274
1643.035531,0.001084
1644.963976,0.000864
1646.892421,0.000739
1648.820867,0.000704
1650.749312,0.000644
1652.677758,0.000663
1654.606203,0.000917
1656.534649,0.001214
1658.463094,0.001318
1660.391540,0.001299
1662.319985,0.001256
1664.248431,0.001211
1666.176876,0.001251
1668.105322,0.001370
1670.033767,0.001413
1671.962212,0.001306
1673.890658,0.001101
1675.819103,0.000881
1677.747549,0.000812
1679.675994,0.000980
1681.604440,0.001156
1683.532885,0.001129
1685.461331,0.001009
1687.389776,0.000920
1689.318222,0.000879
1691.246667,0.000944
1693.175112,0.001092
1695.103558,0.001168
1697.032003,0.001083
1698.960449,0.000945
1700.888894,0.000943
1702.817340,0.001094
1704.745785,0.001249
1706.674231,0.001306
1708.602676,0.001241
1710.531122,0.001115
1712.459567,0.001036
1714.388013,0.001038
1716.316458,0.001067
1718.244903,0.001108
1720.173349,0.001182
1722.101794,0.001216
1724.030240,0.001186
1725.958685,0.001218
1727.887131,0.001346
1729.815576,0.001437
1731.744022,0.001414
1733.672467,0.001346
1735.600913,0.001375
1737.529358,0.001558
1739.457803,0.001729
1741.386249,0.001697
1743.314694,0.001489
1745.243140,0.001238
1747.171585,0.001012
1749.100031,0.000899
1751.028476,0.001003
1752.956922,0.001298
1754.885367,0.001613
1756.813813,0.001731
1758.742258,0.001619
1760.670704,0.001512
1762.599149,0.001568
1764.527594,0.001690
1766.456040,0.001755
1768.384485,0.001642
1770.312931,0.001257
1772.241376,0.000828
1774.169822,0.000747
1776.098267,0.001027
1778.026713,0.001374
1779.955158,0.001642
1781.883604,0.001843
1783.812049,0.001937
1785.740494,0.001881
1787.668940,0.001720
1789.597385,0.001559
1791.525831,0.001522
1793.454276,0.001627
1795.382722,0.001785
1797.311167,0.001930
1799.239613,0.002015
1801.168058,0.001989
1803.096504,0.001878
1805.024949,0.001721
1806.953395,0.001485
1808.881840,0.001248
1810.810285,0.001189
1812.738731,0.001320
1814.667176,0.001491
1816.595622,0.001623
1818.524067,0.001707
1820.452513,0.001707
1822.380958,0.001605
1824.309404,0.001462
1826.237849,0.001355
1828.166295,0.001271
1830.094740,0.001163
1832.023185,0.001059
1833.951631,0.001060
1835.880076,0.001210
1837.808522,0.001401
1839.736967,0.001514
1841.665413,0.001579
1843.593858,0.001720
1845.522304,0.001933
1847.450749,0.002070
1849.379195,0.002066
1851.307640,0.002005
1853.236086,0.001960
1855.164531,0.001936
1857.092976,0.001949
1859.021422,0.002002
1860.949867,0.002032
1862.878313,0.001993
1864.806758,0.001894
1866.735204,0.001738
1868.663649,0.001560
1870.592095,0.001475
1872.520540,0.001563
1874.448986,0.001773
1876.377431,0.001997
1878.305876,0.002164
1880.234322,0.002189
1882.162767,0.002011
1884.091213,0.001718
1886.019658,0.001479
1887.948104,0.001357
1889.876549,0.001305
1891.804995,0.001310
1893.733440,0.001413
1895.661886,0.001584
1897.590331,0.001719
1899.518777,0.001787
1901.447222,0.001829
1903.375667,0.001816
1905.304113,0.001697
1907.232558,0.001556
1909.161004,0.001511
1911.089449,0.001520
1913.017895,0.001483
1914.946340,0.001470
1916.874786,0.001577
1918.803231,0.001644
1920.731677,0.001522
1922.660122,0.001432
1924.588567,0.001559
1926.517013,0.001726
1928.445458,0.001759
1930.373904,0.001733
1932.302349,0.001769
1934.230795,0.001859
1936.159240,0.001908
1938.087686,0.001823
1940.016131,0.001610
1941.944577,0.001469
1943.873022,0.001553
1945.801468,0.001694
1947.729913,0.001705
1949.658358,0.001705
1951.586804,0.001838
1953.515249,0.001959
1955.443695,0.001895
1957.372140,0.001766
1959.300586,0.001742
1961.229031,0.001765
1963.157477,0.001773
1965.085922,0.001836
1967.014368,0.001964
1968.942813,0.002065
1970.871258,0.002074
1972.799704,0.001981
1974.728149,0.001840
1976.656595,0.001739
1978.585040,0.001706
1980.513486,0.001727
1982.441931,0.001776
1984.370377,0.001774
1986.298822,0.001681
1988.227268,0.001597
1990.155713,0.001612
1992.084159,0.001654
1994.012604,0.001602
1995.941049,0.001461
1997.869495,0.001328
1999.797940,0.001284
2001.726386,0.001352
2003.654831,0.001485
2005.583277,0.001576
2007.511722,0.001608
2009.440168,0.001678
2011.368613,0.001776
2013.297059,0.001802
2015.225504,0.001847
2017.153949,0.002046
2019.082395,0.002221
2021.010840,0.002148
2022.939286,0.001940
2024.867731,0.001786
2026.796177,0.001722
2028.724622,0.001731
2030.653068,0.001736
2032.581513,0.001682
2034.509959,0.001653
2036.438404,0.001685
2038.366850,0.001682
2040.295295,0.001620
2042.223740,0.001602
2044.152186,0.001637
2046.080631,0.001619
2048.009077,0.001577
2049.937522,0.001684
2051.865968,0.001933
2053.794413,0.002098
2055.722859,0.002062
2057.651304,0.001945
2059.579750,0.001902
2061.508195,0.001961
2063.436641,0.002025
2065.365086,0.001981
2067.293531,0.001804
2069.221977,0.001580
2071.150422,0.001460
2073.078868,0.001538
2075.007313,0.001763
2076.935759,0.001984
2078.864204,0.002084
2080.792650,0.002050
2082.721095,0.001924
2084.649541,0.001798
2086.577986,0.001805
2088.506431,0.001954
2090.434877,0.002076
2092.363322,0.002042
2094.291768,0.001891
2096.220213,0.001749
2098.148659,0.001679
2100.077104,0.001648
2102.005550,0.001644
2103.933995,0.001726
2105.862441,0.001897
2107.790886,0.002040
2109.719332,0.002090
2111.647777,0.002105
2113.576222,0.002120
2115.504668,0.002133
2117.433113,0.002114
2119.361559,0.001977
2121.290004,0.001741
2123.218450,0.001576
2125.146895,0.001582
2127.075341,0.001716
2129.003786,0.001881
2130.932232,0.001953
2132.860677,0.001890
2134.789122,0.001871
2136.717568,0.002041
2138.646013,0.002202
2140.574459,0.002133
2142.502904,0.001965
2144.431350,0.001906
2146.359795,0.001998
2148.288241,0.002197
2150.216686,0.002358
2152.145132,0.002316
2154.073577,0.002117
2156.002023,0.001955
2157.930468,0.001937
2159.858913,0.001996
2161.787359,0.002032
2163.715804,0.002036
2165.644250,0.002006
2167.572695,0.001939
2169.501141,0.001913
2171.429586,0.001988
2173.358032,0.002090
2175.286477,0.002131
2177.214923,0.002083
2179.143368,0.001958
2181.071813,0.001810
2183.000259,0.001718
2184.928704,0.001732
2186.857150,0.001812
2188.785595,0.001886
2190.714041,0.001930
2192.642486,0.001906
2194.570932,0.001786
2196.499377,0.001663
2198.427823,0.001614
2200.356268,0.001561
2202.284714,0.001511
2204.213159,0.001651
2206.141604,0.001937
2208.070050,0.002091
2209.998495,0.002064
2211.926941,0.002000
2213.855386,0.001949
2215.783832,0.001907
2217.712277,0.001895
2219.640723,0.001904
2221.569168,0.001881
2223.497614,0.001820
2225.426059,0.001812
2227.354504,0.001937
2229.282950,0.002121
2231.211395,0.002209
2233.139841,0.002132
2235.068286,0.001933
2236.996732,0.001715
2238.925177,0.001571
2240.853623,0.001546
2242.782068,0.001597
2244.710514,0.001622
2246.638959,0.001593
2248.567405,0.001588
2250.495850,0.001618
2252.424295,0.001620
2254.352741,0.001640
2256.281186,0.001779
2258.209632,0.001959
2260.138077,0.002016
2262.066523,0.001948
2263.994968,0.001870
2265.923414,0.001855
2267.851859,0.001922
2269.780305,0.002006
2271.708750,0.001968
2273.637195,0.001796
2275.565641,0.001678
2277.494086,0.001697
2279.422532,0.001710
2281.350977,0.001672
2283.279423,0.001707
2285.207868,0.001818
2287.136314,0.001882
2289.064759,0.001838
2290.993205,0.001712
2292.921650,0.001562
2294.850096,0.001461
2296.778541,0.001463
2298.706986,0.001575
2300.635432,0.001727
2302.563877,0.001771
2304.492323,0.001629
2306.420768,0.001416
2308.349214,0.001278
2310.277659,0.001235
2312.206105,0.001247
2314.134550,0.001258
2316.062996,0.001169
2317.991441,0.000969
2319.919886,0.000803
2321.848332,0.000753
2323.776777,0.000743
2325.705223,0.000719
2327.633668,0.000739
2329.562114,0.000826
2331.490559,0.000845
2333.419005,0.000699
2335.347450,0.000532
2337.275896,0.000508
2339.204341,0.000577
2341.132787,0.000648
2343.061232,0.000733
2344.989677,0.000843
2346.918123,0.000920
2348.846568,0.000942
2350.775014,0.000965
2352.703459,0.001030
2354.631905,0.001026
2356.560350,0.000874
2358.488796,0.000691
2360.417241,0.000591
2362.345687,0.000559
2364.274132,0.000607
2366.202577,0.000698
2368.131023,0.000701
2370.059468,0.000610
2371.987914,0.000598
2373.916359,0.000764
2375.844805,0.001050
2377.773250,0.001373
2379.701696,0.001631
2381.630141,0.001743
2383.558587,0.001762
2385.487032,0.001750
2387.415478,0.001729
2389.343923,0.001727
2391.272368,0.001677
2393.200814,0.001550
2395.129259,0.001478
2397.057705,0.001540
2398.986150,0.001704
2400.914596,0.001886
2402.843041,0.001910
2404.771487,0.001754
2406.699932,0.001669
2408.628378,0.001805
2410.556823,0.002021
2412.485268,0.002136
2414.413714,0.002082
2416.342159,0.001881
2418.270605,0.001613
2420.199050,0.001383
2422.127496,0.001281
2424.055941,0.001334
2425.984387,0.001513
2427.912832,0.001743
2429.841278,0.001937
2431.769723,0.002025
2433.698169,0.001914
2435.626614,0.001580
2437.555059,0.001305
2439.483505,0.001417
2441.411950,0.001751
2443.340396,0.001873
2445.268841,0.001729
2447.197287,0.001591
2449.125732,0.001568
2451.054178,0.001574
2452.982623,0.001585
2454.911069,0.001637
2456.839514,0.001738
2458.767959,0.001881
2460.696405,0.002020
2462.624850,0.002025
2464.553296,0.001859
2466.481741,0.001669
2468.410187,0.001577
2470.338632,0.001584
2472.267078,0.001653
2474.195523,0.001676
2476.123969,0.001565
2478.052414,0.001440
2479.980860,0.001468
2481.909305,0.001548
2483.837750,0.001490
2485.766196,0.001361
2487.694641,0.001354
2489.623087,0.001480
