File Version;BWSpec4.04_00
Date,2017-03-17 07:52:28
title,BWS415-785S
model,BTC162E-785S-SYS
c code,SFC
operator,
port1,0
baud1,3
pixel_start,0
pixel_end,2047
step,1
units,3
bkcolor,16777215
show_mode,3
data_mode,0
pixel_mode,0
intigration times(ms),30000
average number,1
time_multiply,1
spectrometer_type ,14
yaxis,1
yaxis_min,0
yaxis_max,65535
xaxis,1
xaxis_min,314
xaxis_max,1107
irrands_DispWLMin,100
irrands_DispWLMax,1000
yaxis_min_6,0
yaxis_max_6,0
irradiance_unit,0
Color_Data_Flag,0
Color_StartWL,770
Color_EndWL,770
Color_IncWL,10
power_unit_index,3
photometric_index,0
Illuminant_index,3
observer_index,0
lab_l,0
lab_a,0
lab_b,0
radiometric_flag,0
coefs_a0,769.675873735295
coefs_a1,0.151425218828046
coefs_a2,-4.30468608219467E-06
coefs_a3,-7.21508877713675E-10
coefs_b0,-6100.3596297803
coefs_b1,11.239730124999
coefs_b2,-0.0069189441082828
coefs_b3,3.39509920291061E-06
coefs_r0,1
coefs_r1,0
coefs_r2,0
coefs_r3,0
coefs_j0,1
coefs_j1,0
coefs_j2,0
coefs_j3,0
enable_coefs_r,0
all_data_save,1
select_option,-1
interval_time,30000
pixel_num,2048
sel_pixel_start,0
sel_pixel_end,2016
sel_pixel_delta,1
dark_compensate,0
dark_compensate_value_1,0
dark_compensate_value_2,0
dark_compensate_value_3,0
monitor pixel_0,0
monitor pixel_1,0
monitor pixel_2,0
monitor pixel_3,0
monitor pixel_4,0
monitor pixel_5,0
vertical_select_flag,0
vertical_line3,0
vertical_line4,0
vertical_line3_wv,1
vertical_line4_wv,1
vertical_line_flag,0
vertical_line_ratio,0
laser_wavelength,784.83
laser_powerlevel,50
overlay_js,0
Relative Intensity Correction Flag,0
Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Reference,Raw data #1,Dark Subtracted #1,%TR #1,Absorbance #1,Irradiance (lumen) #1,
0,   ,   ,   ,1873.0000,65535.0000,1519.0000,-354.0000,0.0000,0.0000,0.0000,
1,   ,   ,   ,1942.0000,65535.0000,1696.0000,-246.0000,0.0000,0.0000,0.0000,
2,   ,   ,   ,2770.0000,65535.0000,2101.0000,-669.0000,0.0000,0.0000,0.0000,
3,   ,   ,   ,1668.0000,65535.0000,1504.0000,-164.0000,0.0000,0.0000,0.0000,
4,   ,   ,   ,1828.0000,65535.0000,1467.0000,-361.0000,0.0000,0.0000,0.0000,
5,   ,   ,   ,1770.0000,65535.0000,1520.0000,-250.0000,0.0000,0.0000,0.0000,
6,   ,   ,   ,1640.0000,65535.0000,1429.0000,-211.0000,0.0000,0.0000,0.0000,
7,   ,   ,   ,2040.0000,65535.0000,1720.0000,-320.0000,0.0000,0.0000,0.0000,
8,   ,   ,   ,1741.0000,65535.0000,1532.0000,-209.0000,0.0000,0.0000,0.0000,
9,   ,   ,   ,1650.0000,65535.0000,1426.0000,-224.0000,0.0000,0.0000,0.0000,
10,   ,   ,   ,2920.0000,65535.0000,2154.0000,-766.0000,0.0000,0.0000,0.0000,
11,   ,   ,   ,1402.0000,65535.0000,1158.0000,-244.0000,0.0000,0.0000,0.0000,
12,   ,   ,   ,1791.0000,65535.0000,1459.0000,-332.0000,0.0000,0.0000,0.0000,
13,   ,   ,   ,2017.0000,65535.0000,1746.0000,-271.0000,0.0000,0.0000,0.0000,
14,   ,   ,   ,1546.0000,65535.0000,1429.0000,-117.0000,0.0000,0.0000,0.0000,
15,   ,   ,   ,1408.0000,65535.0000,1222.0000,-186.0000,0.0000,0.0000,0.0000,
16,   ,   ,   ,1296.0000,65535.0000,1261.0000,-35.0000,0.0000,0.0000,0.0000,
17,   ,   ,   ,1596.0000,65535.0000,1356.0000,-240.0000,0.0000,0.0000,0.0000,
18,   ,   ,   ,2134.0000,65535.0000,1582.0000,-552.0000,0.0000,0.0000,0.0000,
19,   ,   ,   ,1448.0000,65535.0000,1118.0000,-330.0000,0.0000,0.0000,0.0000,
20,   ,   ,   ,1832.0000,65535.0000,1531.0000,-301.0000,0.0000,0.0000,0.0000,
21,   ,   ,   ,1546.0000,65535.0000,1234.0000,-312.0000,0.0000,0.0000,0.0000,
22,   ,   ,   ,1816.0000,65535.0000,1490.0000,-326.0000,0.0000,0.0000,0.0000,
23,   ,   ,   ,1368.0000,65535.0000,1229.0000,-139.0000,0.0000,0.0000,0.0000,
24,   ,   ,   ,2420.0000,65535.0000,1872.0000,-548.0000,0.0000,0.0000,0.0000,
25,   ,   ,   ,3332.0000,65535.0000,2781.0000,-551.0000,0.0000,0.0000,0.0000,
26,   ,   ,   ,1276.0000,65535.0000,1202.0000,-74.0000,0.0000,0.0000,0.0000,
27,   ,   ,   ,1489.0000,65535.0000,1286.0000,-203.0000,0.0000,0.0000,0.0000,
28,   ,   ,   ,1390.0000,65535.0000,1225.0000,-165.0000,0.0000,0.0000,0.0000,
29,   ,   ,   ,1998.0000,65535.0000,1646.0000,-352.0000,0.0000,0.0000,0.0000,
30,   ,   ,   ,1408.0000,65535.0000,1245.0000,-163.0000,0.0000,0.0000,0.0000,
31,   ,   ,   ,2338.0000,65535.0000,1872.0000,-466.0000,0.0000,0.0000,0.0000,
32,   ,   ,   ,1896.0000,65535.0000,1587.0000,-309.0000,0.0000,0.0000,0.0000,
33,   ,   ,   ,1530.0000,65535.0000,1413.0000,-117.0000,0.0000,0.0000,0.0000,
34,   ,   ,   ,2072.0000,65535.0000,1722.0000,-350.0000,0.0000,0.0000,0.0000,
35,   ,   ,   ,1514.0000,65535.0000,1272.0000,-242.0000,0.0000,0.0000,0.0000,
36,   ,   ,   ,1973.0000,65535.0000,1506.0000,-467.0000,0.0000,0.0000,0.0000,
37,   ,   ,   ,1443.0000,65535.0000,1130.0000,-313.0000,0.0000,0.0000,0.0000,
38,   ,   ,   ,1402.0000,65535.0000,1212.0000,-190.0000,0.0000,0.0000,0.0000,
39,   ,   ,   ,1406.0000,65535.0000,1275.0000,-131.0000,0.0000,0.0000,0.0000,
40,   ,   ,   ,1451.0000,65535.0000,1260.0000,-191.0000,0.0000,0.0000,0.0000,
41,   ,   ,   ,1988.0000,65535.0000,1536.0000,-452.0000,0.0000,0.0000,0.0000,
42,   ,   ,   ,1279.0000,65535.0000,1173.0000,-106.0000,0.0000,0.0000,0.0000,
43,   ,   ,   ,1912.0000,65535.0000,1600.0000,-312.0000,0.0000,0.0000,0.0000,
44,   ,   ,   ,1409.0000,65535.0000,1326.0000,-83.0000,0.0000,0.0000,0.0000,
45,   ,   ,   ,1608.0000,65535.0000,1252.0000,-356.0000,0.0000,0.0000,0.0000,
46,   ,   ,   ,1740.0000,65535.0000,1400.0000,-340.0000,0.0000,0.0000,0.0000,
47,   ,   ,   ,1368.0000,65535.0000,1211.0000,-157.0000,0.0000,0.0000,0.0000,
48,   ,   ,   ,1436.0000,65535.0000,1261.0000,-175.0000,0.0000,0.0000,0.0000,
49,   ,   ,   ,2538.0000,65535.0000,1908.0000,-630.0000,0.0000,0.0000,0.0000,
50,   ,   ,   ,2083.0000,65535.0000,1684.0000,-399.0000,0.0000,0.0000,0.0000,
51,   ,   ,   ,1969.0000,65535.0000,1576.0000,-393.0000,0.0000,0.0000,0.0000,
52,   ,   ,   ,1684.0000,65535.0000,1472.0000,-212.0000,0.0000,0.0000,0.0000,
53,   ,   ,   ,1746.0000,65535.0000,1491.0000,-255.0000,0.0000,0.0000,0.0000,
54,   ,   ,   ,1347.0000,65535.0000,1242.0000,-105.0000,0.0000,0.0000,0.0000,
55,   ,   ,   ,1249.0000,65535.0000,1193.0000,-56.0000,0.0000,0.0000,0.0000,
56,   ,   ,   ,2016.0000,65535.0000,1739.0000,-277.0000,0.0000,0.0000,0.0000,
57,   ,   ,   ,1584.0000,65535.0000,1286.0000,-298.0000,0.0000,0.0000,0.0000,
58,   ,   ,   ,1705.0000,65535.0000,1440.0000,-265.0000,0.0000,0.0000,0.0000,
59,   ,   ,   ,1424.0000,65535.0000,1213.0000,-211.0000,0.0000,0.0000,0.0000,
60,   ,   ,   ,1288.0000,65535.0000,1168.0000,-120.0000,0.0000,0.0000,0.0000,
61,   ,   ,   ,2188.0000,65535.0000,1696.0000,-492.0000,0.0000,0.0000,0.0000,
62,   ,   ,   ,1752.0000,65535.0000,1495.0000,-257.0000,0.0000,0.0000,0.0000,
63,   ,   ,   ,2354.0000,65535.0000,1906.0000,-448.0000,0.0000,0.0000,0.0000,
64,   ,   ,   ,2276.0000,65535.0000,1742.0000,-534.0000,0.0000,0.0000,0.0000,
65,   ,   ,   ,2467.0000,65535.0000,1869.0000,-598.0000,0.0000,0.0000,0.0000,
66,   ,   ,   ,1791.0000,65535.0000,1432.0000,-359.0000,0.0000,0.0000,0.0000,
