#Wave		#Intensity
2102.180664	9878.760742
2101.273438	10040.708008
2100.365234	9814.768555
2099.457031	9888.402344
2098.548828	9897.265625
2097.640625	10059.854492
2096.732422	10071.376953
2095.823242	9861.825195
2094.914063	10191.441406
2094.004883	10127.471680
2093.095703	10378.769531
2092.186523	10400.991211
2091.277344	10466.296875
2090.367188	10709.301758
2089.457031	10769.135742
2088.546875	10597.455078
2087.636719	10727.258789
2086.725586	10819.341797
2085.815430	10862.964844
2084.904297	10922.708008
2083.993164	10769.985352
2083.082031	10966.841797
2082.170898	11168.996094
2081.258789	11010.938477
2080.347656	11051.782227
2079.435547	11423.050781
2078.523438	11157.594727
2077.610352	11461.560547
2076.698242	11274.062500
2075.786133	11634.257813
2074.873047	11656.141602
2073.959961	11710.216797
2073.046875	11984.262695
2072.132813	11778.066406
2071.219727	11579.996094
2070.305664	11939.706055
2069.391602	11964.181641
2068.477539	12103.897461
2067.563477	11956.829102
2066.649414	12101.847656
2065.734375	12177.165039
2064.819336	12214.958008
2063.904297	12472.298828
2062.989258	12552.851563
2062.074219	12644.078125
2061.158203	12877.098633
2060.243164	12706.024414
2059.327148	12842.640625
2058.411133	12775.943359
2057.495117	13038.166992
2056.578125	13273.552734
2055.662109	13083.854492
2054.745117	13236.293945
2053.828125	13265.768555
2052.911133	13292.558594
2051.993164	13679.897461
2051.076172	13778.693359
2050.158203	13418.249023
2049.240234	13570.441406
2048.322266	13922.726563
2047.404297	13778.587891
2046.485352	14023.986328
2045.567383	14181.271484
2044.648438	14359.828125
2043.729492	14471.661133
2042.810547	14476.825195
2041.890625	14332.743164
2040.971680	14639.025391
2040.051758	14796.000977
2039.131836	14979.549805
2038.211914	14731.623047
2037.291992	15109.470703
2036.371094	14928.162109
2035.451172	15244.609375
2034.530273	15446.512695
2033.609375	15416.883789
2032.688477	15794.223633
2031.766602	15578.383789
2030.845703	16045.941406
2029.923828	16305.969727
2029.001953	16246.961914
2028.080078	16570.621094
2027.157227	16455.791016
2026.235352	16635.843750
2025.312500	16574.158203
2024.389648	16685.082031
2023.466797	16955.242188
2022.543945	17089.931641
2021.621094	17394.400391
2020.697266	17351.195313
2019.773438	17520.208984
2018.849609	17638.767578
2017.925781	17847.431641
2017.001953	17825.375000
2016.077148	18124.035156
2015.152344	18038.330078
2014.228516	18278.541016
2013.302734	18598.125000
2012.377930	18877.857422
2011.453125	18792.068359
2010.527344	18944.576172
2009.601563	19308.771484
2008.675781	19275.873047
2007.750000	19600.169922
2006.824219	19509.029297
2005.897461	19975.968750
2004.970703	20014.357422
2004.043945	20325.033203
2003.117188	20075.222656
2002.190430	20819.164063
2001.262695	20836.214844
2000.335938	20887.597656
1999.408203	20925.753906
1998.480469	21088.003906
1997.551758	21701.646484
1996.624023	21504.693359
1995.695313	21891.052734
1994.766602	22124.220703
1993.837891	22278.156250
1992.909180	22366.091797
1991.980469	22277.312500
1991.050781	23003.238281
1990.121094	22835.289063
1989.191406	23331.535156
1988.261719	23100.345703
1987.332031	23433.009766
1986.401367	23810.316406
1985.471680	23447.496094
1984.541016	24243.273438
1983.610352	24130.582031
1982.679688	24781.158203
1981.748047	24673.664063
1980.817383	25179.183594
1979.885742	25308.375000
1978.954102	25334.953125
1978.021484	25600.779297
1977.089844	25845.470703
1976.158203	26394.935547
1975.225586	26113.835938
1974.292969	26820.658203
1973.360352	26991.365234
1972.426758	26810.103516
1971.494141	27272.185547
1970.560547	27332.445313
1969.626953	27361.183594
1968.693359	27778.271484
1967.759766	27995.804688
1966.825195	28113.574219
1965.891602	28572.222656
1964.957031	28849.771484
1964.022461	28762.826172
1963.087891	29333.771484
1962.152344	29021.402344
1961.217773	29345.796875
1960.282227	29714.593750
1959.346680	29928.726563
1958.411133	29980.435547
1957.475586	30275.582031
1956.539063	30573.228516
1955.602539	30941.412109
1954.666016	31110.607422
1953.729492	31324.203125
1952.792969	31229.109375
1951.856445	31973.392578
1950.918945	32048.132813
1949.981445	31840.556641
1949.043945	32443.160156
1948.106445	32217.296875
1947.167969	32830.035156
1946.230469	32826.171875
1945.291992	33075.589844
1944.353516	33147.386719
1943.415039	33446.234375
1942.475586	33491.832031
1941.537109	33683.515625
1940.597656	33989.902344
1939.658203	34220.531250
1938.718750	34571.011719
1937.779297	34454.695313
1936.838867	35055.218750
1935.899414	35556.472656
1934.958984	35671.914063
1934.018555	35636.218750
1933.077148	36009.437500
1932.136719	36075.238281
1931.195313	36130.597656
1930.253906	36292.656250
1929.312500	36137.152344
1928.371094	36673.812500
1927.429688	36520.894531
1926.487305	37280.937500
1925.544922	37208.566406
1924.602539	37570.394531
1923.660156	37386.218750
1922.717773	37599.730469
1921.774414	37610.492188
1920.832031	38164.183594
1919.888672	37938.468750
1918.944336	38297.117188
1918.000977	38824.378906
1917.057617	38518.195313
1916.113281	38705.222656
1915.168945	39154.242188
1914.224609	38957.125000
1913.280273	39242.507813
1912.334961	39548.523438
1911.390625	40012.570313
1910.445313	39740.257813
1909.500000	39688.339844
1908.553711	40325.679688
1907.608398	40164.859375
1906.662109	41099.710938
1905.716797	40923.257813
1904.770508	40772.761719
1903.823242	40725.867188
1902.876953	41134.484375
1901.930664	41271.246094
1900.983398	41754.617188
1900.036133	41314.402344
1899.088867	41820.839844
1898.140625	41670.363281
1897.193359	41765.511719
1896.245117	41837.363281
1895.296875	41624.945313
1894.348633	42231.566406
1893.400391	42212.871094
1892.451172	42751.984375
1891.502930	42394.960938
1890.553711	42469.167969
1889.604492	42538.183594
1888.654297	42885.851563
1887.705078	42624.527344
